hospital;area;unidade_origem;atividade;codigo;versao;data;classe;arquivo;paginas;paginas_mencao_fluxo;fonte;pagina_origem;sha256;observacao
HULW-UFPB;Compras e Licitações;UCL;INEXIGIBILIDADE DE LICITAÇÃO, EM RAZÃO DA INVIABILIDADE DE COMPETIÇÃO;POP.UCL.003;02;10/12/2025;Núcleo das quatro unidades;HULW-UFPB/02_Compras_Licitacoes/POP_UCL_003_inexigibilidade_de_licitacao_em_razao_da_inviabilidade_de_competi_2025.pdf;6;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-003-inexigibilidade-de-licitacao-em-razao-da-inviabilidade-de-competicao.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao;d314abfadfc3e5fe759b39b68063e3fb66eb5ea046720d339e2403976b2b3e0b;Data de emissão conferida no PDF.
HULW-UFPB;Compras e Licitações;UCL;INEXIGIBILIDADE DE LICITAÇÃO, EM RAZÃO DA EXISTÊNCIA DE FORNECEDOR EXCLUSIVO;POP.UCL.004;02;10/12/2025;Núcleo das quatro unidades;HULW-UFPB/02_Compras_Licitacoes/POP_UCL_004_inexigibilidade_de_licitacao_em_razao_da_existencia_de_fornecedor_2025.pdf;6;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-004-inexigibilidade-de-licitacao-em-razao-da-existencia-de-fornecedor-exclusivo.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao;6a0cbe2413264e6eaa5a524010bbb17b48163fe92111b073165ae32a00355a77;Data de emissão conferida no PDF.
HULW-UFPB;Compras e Licitações;UCL;Participação na Origem - IRP;POP.UCL.005;02;12/11/2025;Núcleo das quatro unidades;HULW-UFPB/02_Compras_Licitacoes/POP_UCL_005_participacao_na_origem_irp_2025.pdf;5;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-005-adesao-participacao-na-origem-irp.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao;5a24e3f22ebcb4f5ed7b33414b6ef3e58132f99638f06840d1e9a41474da1776;Data de emissão conferida no PDF.
HULW-UFPB;Compras e Licitações;UCL;PESQUISA DE PREÇOS PARA PROCEDIMENTOS LICITATÓRIOS;POP.UCL.006;02;05/11/2025;Núcleo das quatro unidades;HULW-UFPB/02_Compras_Licitacoes/POP_UCL_006_pesquisa_de_precos_para_procedimentos_licitatorios_2025.pdf;7;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-006-pesquisa-de-precos-para-procedimentos-licitatorios.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao;2c3fc12331ba46106106a3872c1c64c7bfb3e652f7b99d6d4a0514f491ca3bc7;Data de emissão conferida no PDF.
HULW-UFPB;Compras e Licitações;UCL;Lançar, Divulgar e Analisar IRP;POP.UCL.007;2.0;05/11/2025;Núcleo das quatro unidades;HULW-UFPB/02_Compras_Licitacoes/POP_UCL_007_lancar_divulgar_e_analisar_irp_2025.pdf;6;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-007-lancar-divulgar-e-analisar-irp.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao;9e533aaeece9504e8e16a05f572d9d0cd4613cbc989c9c8f7c35b8b782984657;Data de emissão conferida no PDF.
HULW-UFPB;Compras e Licitações;UCL;ATIVIDADES DE EQUIPE DE APOIO;POP.UCL.008;2.0;05/11/2025;Núcleo das quatro unidades;HULW-UFPB/02_Compras_Licitacoes/POP_UCL_008_atividades_de_equipe_de_apoio_2025.pdf;8;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-008-atividades-de-equipes-de-apoio.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao;d65163bf22581957eb342e685d1871a2c1270c3a3a4b165ba770dd5567e62fab;Data de emissão conferida no PDF.
HULW-UFPB;Compras e Licitações;UCL;Modo de Operacionalização de Pregão Eletrônico SRP;POP.UCL.009;02;03/11/2025;Núcleo das quatro unidades;HULW-UFPB/02_Compras_Licitacoes/POP_UCL_009_modo_de_operacionalizacao_de_pregao_eletronico_srp_2025.pdf;7;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-009-modo-de-operacionalizacao-de-pregao-eletronico-srp.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao;e61dedc0179c44f2b30f7888f56ac3015fb9bcbb23f4f4fefce909ecdda87224;Data de emissão conferida no PDF.
HULW-UFPB;Compras e Licitações;UCL;ELABORAÇÃO DE EDITAL DE LICITAÇÃO;POP.UCL.010;01;14/11/2025;Núcleo das quatro unidades;HULW-UFPB/02_Compras_Licitacoes/POP_UCL_010_elaboracao_de_edital_de_licitacao_2025.pdf;6;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-010-elaboracao-de-edital-de-licitacao.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-010-elaboracao-de-edital-de-licitacao.pdf/view;d2f55263b3b94a5434c193357ec2a08ae698f09fb4ca70162ee8ed8840100747;Data de emissão conferida no PDF.
HULW-UFPB;Compras e Licitações;UCL;Divulgação de compras para processo licitatório por Sistema de Registro de Preços – SRP – cadastrados na plataforma Compras.Gov;POP.UCL.011;02;14/11/2025;Núcleo das quatro unidades;HULW-UFPB/02_Compras_Licitacoes/POP_UCL_011_divulgacao_de_compras_para_processo_licitatorio_por_sistema_de_re_2025.pdf;6;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-011-divulgacao-de-compras-para-processo-licitatorio-por-srp.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-011-divulgacao-de-compras-para-processo-licitatorio-por-srp.pdf/view;20f3d5a071edd27ac38455ba9df52e0f39a073c26d441cedd94ba873677ad514;Data de emissão conferida no PDF.
HULW-UFPB;Compras e Licitações;UCL;Divulgação de compras para processo Licitatório Tradicional – cadastrados na plataforma Compras.Gov;POP.UCL.012;02;17/11/2025;Núcleo das quatro unidades;HULW-UFPB/02_Compras_Licitacoes/POP_UCL_012_divulgacao_de_compras_para_processo_licitatorio_tradicional_cadas_2025.pdf;6;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-012-divulgacao-de-compras-para-processo-licitatorio-tradicional.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao;34edf226dbde69674d6aa95e6f3bd4470fdfb9cc27e7995887ef31ad3d1556d8;Data de emissão conferida no PDF.
HULW-UFPB;Compras e Licitações;UCL;Planejamento da aquisição de itens desertos e fracassados;POP.UCL.013;2.0;26/11/2025;Núcleo das quatro unidades;HULW-UFPB/02_Compras_Licitacoes/POP_UCL_013_planejamento_da_aquisicao_de_itens_desertos_e_fracassados_2025.pdf;11;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao/pop-ucl-013-planejamento-da-aquisicao-de-itens-desertos-e-fracassados.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucl-unidade-de-compras-e-licitacao;3faca23b43a95c14a3ba42f4646740ae29d67de70a67002ec2d46826aa6a7b00;Data de emissão conferida no PDF.
HULW-UFPB;Contratos;UCONT;Cadastramento de Atas de Registro de Preços;POP.UCONT.SAD001;2.0;02/11/2025;Núcleo das quatro unidades;HULW-UFPB/03_Contratos/POP_UCONT_SAD001_cadastramento_de_atas_de_registro_de_precos_2025.pdf;10;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucont-unidade-de-contabilidade/pop-procedimento-operacional-padrao/pop-ucont-sad-001-cadastramento-de-atas-de-registro-de-precos.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucont-unidade-de-contabilidade/pop-procedimento-operacional-padrao;a265cb15969880651b0d09a9bdbc695f4aa31458c54db5286f567ee0c0c28c08;Data de emissão conferida no PDF.
HULW-UFPB;Contratos;UCONT;Confecção e Assinatura de Atas de Registro de Preços;POP.UCONT.SAD002;2.0;05/11/2025;Núcleo das quatro unidades;HULW-UFPB/03_Contratos/POP_UCONT_SAD002_confeccao_e_assinatura_de_atas_de_registro_de_precos_2025.pdf;23;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucont-unidade-de-contabilidade/pop-procedimento-operacional-padrao/pop-ucont-sad-002-confeccao-e-assinatura-de-atas-de-registro-de-precos.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ucont-unidade-de-contabilidade/pop-procedimento-operacional-padrao/pop-ucont-sad-002-confeccao-e-assinatura-de-atas-de-registro-de-precos.pdf/view;a30981bb208c25cc1fe6d1ddd6517edea19693db350ae393496c1dd0b402be3d;Data de emissão conferida no PDF.
HULW-UFPB;Fiscalização de Contratos;UFAC;APURAÇÃO DE RESPONSABILIDA E APLICAÇÃO DE PENALIDADES A LICITANTES E FORNECEDORES;POP.UFAC.002;2.0;30/10/2025;Núcleo das quatro unidades;HULW-UFPB/04_Fiscalizacao_Contratos/POP_UFAC_002_apuracao_de_responsabilida_e_aplicacao_de_penalidades_a_licitante_2025.pdf;5;[];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ufac-unidade-de-fiscalizacao-administrativa-de-contratos-1/pop-protocolo-operacional-padrao/pop-ufac-002-apuracao-de-responsabilidade-e-aplicacao-de-penalidades-licitantes-e-fornecedores.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ufac-unidade-de-fiscalizacao-administrativa-de-contratos-1/pop-protocolo-operacional-padrao;2b74bfeee4560c9776df07eea47e81a27150ad371705850c5a380b9ed20507c8;Data de emissão conferida no PDF.
HULW-UFPB;Fiscalização de Contratos;UFAC;Análise, Aprovação e Execução de Reajuste em Contratos.;POP.UFAC.004;1.0;30/10/2025;Núcleo das quatro unidades;HULW-UFPB/04_Fiscalizacao_Contratos/POP_UFAC_004_analise_aprovacao_e_execucao_de_reajuste_em_contratos_2025.pdf;5;[2];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ufac-unidade-de-fiscalizacao-administrativa-de-contratos-1/pop-protocolo-operacional-padrao/pop-ufac-004-analise-aprovacao-e-execucao-de-reajuste-em-contratos.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ufac-unidade-de-fiscalizacao-administrativa-de-contratos-1/pop-protocolo-operacional-padrao;5db5465cf9fb77a71ad3e6e940de964bd8813f535ef1897fa1b15d8dfa0cc2ea;Data de emissão conferida no PDF.
HULW-UFPB;Fiscalização de Contratos;UFAC;PAGAMENTO MENSAL REALIZADO PELOS FISCAIS ADMINISTRATIVOS E GESTORES PARA CONTRATOS COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA (IN.05/2017/MPDG);POP.UFAC.SAD.001;2.0;30/10/2025;Núcleo das quatro unidades;HULW-UFPB/04_Fiscalizacao_Contratos/POP_UFAC_SAD_001_pagamento_mensal_realizado_pelos_fiscais_administrativos_e_gestor_2025.pdf;14;[1];https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ufac-unidade-de-fiscalizacao-administrativa-de-contratos-1/pop-protocolo-operacional-padrao/pop-ufac-001-pagamento-mensal-para-contratos-com-dedicacao-exclusiva-de-mao-de-obra.pdf;https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-nordeste/hulw-ufpb/acesso-a-informacao/gestao-documental/nova-gestao-documental-2024/uacap-unidade-de-analises-clinicas-e-anatomia-patologica/daf-divisao-administrativa-financeira/sad-setor-de-administracao/ufac-unidade-de-fiscalizacao-administrativa-de-contratos-1/pop-protocolo-operacional-padrao;8a9fb46cc4c22ecd7723bb47bacbabf1d590c1fa4085263628e91372d3798d07;Data de emissão conferida no PDF.
